Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track
BAND4BAND - Single,Central Cee,2024-05-23,USSM12404528,4203,20,86144467,50,49358,7,148269610,1257935,182529,26576921,266064027,97746040,152,5953,86,1,1359504,17,12735768,7818,3265268,854584,0
All We Got (feat. KIDDO),Robin Schulz,2020-10-16,DEA622000934,4215,20,267459903,56613,6099494,53,67857878,594378,160198,28393269,369606102,28714593,63,201505,86,40,741931,7,293167,577,3265268,2831037,1
E POI SIAMO FINITI NEL VORTICE,Annalisa,2023-09-29,ITQ002301128,4204,20,67967157,3843,8133274,62,64206693,380795,182529,26576921,266064027,976254552,25,19331,86,6,3796345,25,3969,55,3265268,501689,0
DOLA - Single,ANGGA DERMAWAN,2024-05-21,QZYHM2416383,4212,20,4906976,182,3077523,62,11083107,171439,182529,26576921,266064027,97746040,2,5953,86,1,4686,17,12735768,7818,3265268,20420,0
Perception,NF,2017-10-06,USUM71708227,4195,20,582549538,89956,24969551,69,231140951,2179847,101201,17464697,93392003,28442651,10,51559,86,13,5047,2,254950295,76133,3265268,2288366,0
LOVE SHOTï¿½ï¿½ï¿½ The 5th Album Rep,EXO,2018-12-13,KRA301800573,4207,20,358620184,30692,7198195,65,710463080,9902612,115162,63526694,456814795,7717184,8,2786,13,3,9706,8,2591680,7873,3265268,623684,0
Chronicle: The 20 Greatest Hits (Remastered 2023 / Hi Res),Creedence Clearwater Revival,2023-06-30,USC4R2334181,4196,20,239850720,32312,13264111,67,148269610,1257935,182529,26576921,266064027,97746040,28,5953,86,15,237407,17,12735768,7818,3265268,11085255,0
Down In Atlanta - Single,Pharrell Williams,2022-11-18,USSM12208341,4214,20,92424493,45053,6604373,58,9282240,161536,22813,11813458,120998374,9009528,22,14373,83,23,374295,17,1754240,811,1906965,314486,1
Experimento - Single,Myke Towers,2021-09-23,USWL12100447,4216,20,228003109,58288,9225902,63,106513804,755609,234800,67461581,548393169,5576038,29,14998,10,12,49051,21,1494027,913,3265268,910638,0
Only,Nicki Minaj,2014-10-28,USCM51400340,4217,20,557775679,78471,21317084,60,174422564,1250134,55769,26346273,184569148,6,35,367,86,11,73944,25,605054540,425555,3265268,4162674,1
Lavender - Single,Yung Lean,2013-01-01,SEY491300006,4202,20,276992369,105690,11367953,64,126116178,2585938,8515109,1684766527,17759263793,118201104,10,393,423,12,66615,17,967609,4145,3265268,3822373,1
Good To Be,Mark Ambor,2023-10-17,QM24S2307335,4192,20,81632951,14438,9855635,67,10815357,155660,6047,4287181,42031379,97746040,6,13292,86,13,137275,1,69038,117,3265268,500124,0
My House,Flo Rida,2015-03-17,USAT21500384,4205,20,1069960318,164242,38327757,71,475719992,3512318,834432,157571123,1824623443,207197068,81,45968,405,17,16555,13,12735768,7818,3265268,854584,0
American Heartbreak,Zach Bryan,2022-05-20,USWB12201490,4209,20,307125680,37085,4580996,78,23958351,115841,82568,11598936,91548493,237287388,5,1612,24,1,71,6,61065910,9915,2086392,170053,0
Malicious Intentions - Single,Pozer,2024-04-19,GBARL2400393,4198,20,9034106,1760,9486862,67,2004196,33758,182529,26576921,266064027,24444704,3,752,2,5,205473,16,12735768,7818,1375817,34516,1
Her Loss,Drake,2022-11-04,USUG12208604,4218,20,147688885,45526,10274263,65,27720116,202844,4828,1267812,12548958,97746040,11,134,2,1,3521,2,7663068,3362,3265268,541833,1
Title,Meghan Trainor,2014-09-09,USSM11406369,4193,20,205312051,28368,7213050,59,140553023,1777780,8936513,1042870769,11018922699,3660597,15,4257,72,15,51860,7,68138950,34917,3265268,854584,1
ID - Single,Young Miko,2023-06-02,QZXD92300004,4197,20,118689822,21235,10088905,61,45565540,435913,62500,23571763,215516634,7014186,17,3615,22,5,1370903,5,1171962,267,314977,227408,1
In My Head,Juice WRLD,2022-10-28,USUG12207965,4194,20,136878823,44098,14028444,62,46128261,705084,21940,2045576,17208694,7484886,10,817,1,2,113827,7,6354076,3193,3265268,164132,1
Bori (feat. Lenier),6ix9ine,2023-03-31,QZJ842002915,4206,20,15856627,4695,494348,67,93467042,1598098,588200,46238462,830680479,97746040,28,118,86,1,18344,17,466750,506,3265268,424524,0
El Perdedor,Maluma,2016-12-19,TCACU1692618,4219,20,783995,108,24816,67,1311271229,3481101,182529,26576921,266064027,193678413,28,5953,86,15,237407,17,12735768,7818,3265268,854584,0
Baller,Shubh,2022-09-09,QMBZ92275950,4211,20,261975922,21887,4773032,66,134202748,1512168,199453,8277557,146849902,4244389,14,512,86,15,237407,2,28352,43,3265268,240426,0
Remember That Night?,Sara Kays,2020-11-06,USAT22007230,4200,20,363510259,62841,29185291,68,45636634,615650,98763,135673629,907351760,7103,51,12357,17,12,12103,17,44733897,9429,15009558,663298,0
METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,2023-06-02,USUM72307467,4208,20,88524099,26884,4613355,63,25881919,309105,1897,2333269,15122285,15453,14,124,86,1,8934,2,1714633,2461,3265268,828611,0
Tigini (Remix) - Single,Kikimoteleba,2022-05-20,ES71G2217944,4199,20,97902676,29131,4436551,58,201368546,3657987,292,23173,334079,20853109,7,2981,86,3,25321,6,12735768,7818,634462,401243,0
"ýý Isso Bebýý, Týý Certa!",Mc IG,2024-03-20,BRWMB2400226,4213,20,37218252,3393,15690540,67,19919550,196089,182529,26576921,266064027,118545121,28,5953,86,17,934431,13,12735768,7818,3265268,854584,1
Golden,Romeo Santos,2017-07-21,USSD11700341,4220,20,433074753,46083,14763723,69,733383572,3063277,90882,27678224,271273148,69819676,20,3824,39,11,178299,18,105783651,31025,3265268,2169286,0
Yeezus,Kanye West,2013-01-01,USUM71307523,4239,20,948562412,227652,30088786,76,179763989,1952137,137434,79393828,509550794,2115923,52,1601,23,13,34894,20,21177888,78958,31181184,2295441,1
EP Meu Sonho - Pt. 2,Tarcï¿½ï¿½sio do Acor,2021-07-02,BCTOE2100085,4232,20,102703448,10682,3907728,58,390456652,2179957,14289,4402423,46539050,20583147,3,373,86,4,189807,2,12735768,7818,4230390,89564,0
Piï¿½ï¿½o de Vida L,Japï¿½ï¿½,2023-04-27,BCSUV2303160,4244,20,36593527,4601,3863720,55,94498808,630206,472200,64661196,1517249875,18850454,1,2,86,15,237407,2,12735768,7818,3265268,334171,0
COULD BE WRONG,LOSTBOYJAY,2022-12-02,GBUM72208113,4223,20,56645454,39890,4540523,67,9185128,133475,16025,6899191,75363545,97746040,4,3089,18,6,27747,6,12735768,7818,4723712,306300,0
Night Away (Dance) (feat. Tion Wayne),A1 x J1,2022-03-03,GBUM72200940,4253,20,148855365,68961,4738866,57,21320423,302697,54045,14221839,164949728,11866650,9,16726,86,9,20327,6,12735768,7818,3265268,719356,1
The Blueprint 3,JAY-Z,2009-09-08,USJZ10900031,4231,20,1021647566,253182,78527028,77,608425147,4576133,70684,21707894,179539671,22687602,139,2996,86,77,1163334,43,12735768,7818,3265268,13107981,1
NRJ Music Awards 2012,Coldplay,2011-12-26,GBAYE1101144,4245,20,1287292679,143,20596,67,1869323331,9256071,182529,26576921,266064027,253040757,28,7718,86,15,237407,17,12735768,7818,3265268,854584,0
All Eyes On You (feat. Chris Brown & Nicki Minaj),Meek Mill,2015-06-27,USAT21501575,4237,20,369947896,53156,11632300,62,1180773743,5461869,21506,3270191,22026802,163934131,26,28859,48,6,26325,10,12735768,7818,3265268,854584,1
After Hours (Live At SoFi Stadium),The Weeknd,2023-03-03,USUG12301497,4250,20,6231986,602,1043775,43,219872306,1538709,84,103579,676012,126984,28,5953,86,15,237407,17,7762,1165,3265268,854584,1
Bubalu,Becky G,2018-11-06,QZ7B81700010,4236,20,392308500,47157,12359129,64,559183696,3199782,149092,12034242,93606502,30712745,21,789,86,12,29748,15,75336645,20381,3265268,1212362,0
ESCAPE PLAN / MAFIA - Single,Travis Scott,2021-11-05,USSM12104018,4247,20,200895335,76844,14032430,63,35120030,692065,9426,11969584,113665392,204246141,28,8857,52,20,666758,15,14971256,2425,3265268,330838,1
TiK ToK,Kesha,2009-08-07,USRC10900433,4226,20,1204914998,198352,129620346,80,206057670,1772119,1086581,138077337,1322923785,7243317,194,171829,130,122,2291036,77,230228038,386750,3265268,7150174,0
"The Banjo Beat, Pt. 1",Ricky Desktop,2020-08-21,QZK6L2004258,4228,20,34096694,12150,1243018,46,2821703,78992,3593157,593480076,6811158348,97746040,1,59,86,15,237407,17,37514935,32360,3265268,791308,0
ORANGE BLOOD,ENHYPEN,2023-11-17,USA2P2343662,4233,20,88814008,6254,5540598,67,51139042,1197944,182529,1164,34200,66775460,6,1042,73,4,230512,11,12735768,7818,339436,138797,0
I KNOW ? (Official Music Video),Travis Scott,2024-01-23,USSM22301758,4225,20,531292995,1,39,67,148269610,1257935,182529,26576921,266064027,97746040,28,5953,86,15,237407,17,12735768,7818,3265268,854584,1
Blinding Lights,xSyborg,2021-03-13,QZLBC2302779,4229,20,4261328190,32312,13264111,67,148269610,1257935,182529,26576921,266064027,97746040,28,5953,86,15,237407,17,12735768,7818,3265268,854584,0
Greatest Hits,Pitbull,2009-01-01,USRC11201328,4243,20,687212492,158127,52673092,74,830074389,3735861,112554,51638369,388454078,264030016,49,1411,199,31,46407,11,323641777,173661,15618720,10452280,0
Ocean Drive,Duke Dumont,2015-07-31,GBUM71504503,4246,20,624262344,152117,23361260,68,139990813,953527,30003,5605679,61873397,41851,180,56327,34,50,357747,3,70073404,48317,15506367,13112923,0
Love Story,Disco Lines,2020-09-22,USUG12003755,4224,20,18566967,7400,851076,40,1349513,12007,4189200,555006842,4579547361,144,3,1230,86,1,1331,17,695957,653,3265268,86559,0
Feel Special,TWICE,2019-09-23,US5TA1900074,4251,20,361382812,27358,7905495,64,607728749,5763424,45456,31985856,277620586,77718925,32,1147,8,7,65007,12,2155171,5260,3265268,392812,0
Me Porto Bonito (Remix),ELITE Djs,2022-10-20,QZW9K2261810,4357,20,239850720,10,359,7,148269610,1257935,182529,26576921,266064027,97746040,28,5953,86,15,237407,17,12735768,7818,3265268,854584,0
Baby On Baby,DaBaby,2019-03-01,USUM71902960,4248,20,225260644,51066,7548486,53,75234764,918947,35536,6376897,55987733,2015013,11,3,86,7,27786,5,43493680,29264,51300270,357955,1
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",Calvin Harris,2022-07-15,GBARL2201570,4242,20,142927322,32810,11080526,56,11242174,91853,650,220765,4614852,164246,42,122408,57,44,699913,34,694551,946,3265268,1773915,0
Famous Friends,Chris Young,2020-11-20,USRN11900062,4235,20,177734775,25580,8683788,60,37838695,220814,22259,7070216,62353303,93781468,36,313376,180,5,90079,23,94945469,14994,3265268,651327,0
Flying Solo,Pamungkas,2019-06-14,FR2X41995983,4221,20,442614126,39861,12416351,72,461577619,2914234,912650,149476116,1424731067,45212529,10,3292,86,15,237407,17,12735768,7818,3265268,403782,0
Turn Me On (feat. Vula),Riton,2019-09-13,GBCEN1900052,4230,20,399276193,102234,31645383,64,60323387,518058,34167,3411947,36313288,44798495,114,130822,25,76,736094,15,3432852,1375,3265268,5471296,0
Alkool,Melinda Ademi,2024-04-15,GX7852400218,4227,20,1761843,311,304790,67,26145236,114630,182529,26576921,266064027,97746040,1,5953,86,15,237407,17,12735768,7818,3265268,20972,0
Come Through (feat. Chris Brown),H.E.R.,2021-04-23,USRC12100712,4238,20,172986367,40246,8921857,56,103030772,1128489,21608,2875398,26458622,22239303,72,101246,156,25,89707,36,93062258,18391,3265268,1353202,1
Mi Niï¿½,Wisin,2020-09-23,QMBZ92014731,4234,20,400985699,62355,13993469,60,251851094,1816301,182529,26576921,266064027,12732039,58,24906,46,18,148048,16,12216631,2063,3265268,985993,0
Pretty Girls,Frenna,2024-03-14,NLG662400072,4252,20,28452972,6696,5408775,69,3402827,17861,182529,26576921,266064027,2606582,7,3986,86,9,464315,17,227,7818,3265268,49939,0
In This Darkness - Single,Clara La San,2023-01-29,QZFZ62368273,4241,20,138987928,27997,4821947,5,56123070,521760,82593,21715531,125057113,101,1,33,86,1,245,17,392407,3890,3265268,952142,0
Get Ur Freak On - R&B Anthems,Coolio,2012-11-16,USRH11200639,4254,20,1666699743,183,49151,67,1537876575,12732846,182529,26576921,266064027,411493809,28,5953,86,15,237407,17,12735768,7818,3265268,854584,0
Mama (with Skilla Baby & Tay B),Rob49,2023-08-04,USA2P2330132,4240,20,15885603,5781,2276683,53,9303252,103569,26380,2629769,17072834,97746040,4,49615,111,2,683267,3,4964003,2127,4147498,692423,1
"I'm A Star (From ""Wish"")",Wish - Cast,2023-11-08,USWD12328243,4249,20,15085389,1102,7158675,67,259533,2536,659400,688861,16745620,97746040,8,14,86,1,18,17,285437,539,3265268,25910,0
ýýýýýýýýýýýýýýýýýýýýýýýýýýý - Single,ýýýýýýýýýýýýýýýýýý,2023-04-28,THSOH2302594,4222,20,4943057,1054,162895,46,127116431,446428,433600,9609256,140922309,97746040,28,5953,86,15,237407,17,12735768,7818,3265268,13291,0
Sundress,A$AP Rocky,2018-11-20,USRC11803252,4256,20,595930584,153078,26248264,80,47780609,656845,14062,4253139,37094174,162174,27,18,86,45,131564,12,1764060,6670,3265268,903716,1
But I Got A Beer In My Hand,Luke Bryan,2023-05-05,USUG12302602,4255,20,36475819,6175,3480683,53,1589418,14475,2242,488118,8897673,97746040,15,123864,30,4,170912,19,30257772,3927,3265268,206562,0
Certified Lover Boy,Drake,2021-09-03,USUG12104408,4267,20,219008713,75763,15186307,62,45087615,436734,18678,7831496,99452041,21726724,38,4525,77,8,137842,8,32145840,6808,3265268,618189,1
Lahore Brand - Single,Mazhar Rahi,2022-05-01,TCAGE2246215,4278,20,49081,17,211,14,3815187,25561,2500670,17004348,258152598,97746040,28,5953,86,15,237407,17,12735768,7818,3265268,8894,0
Fuck The World,Brent Faiyaz,2020-02-07,QM24S1927163,4264,20,556176640,86180,14946584,75,53515473,406554,59652,39850870,203313460,97746040,21,48,6,1,5286,1,15516583,12748,15539564,478489,1
ýýýýýý - Single,YOASOBI,2022-10-01,JPP302200613,4265,20,140194014,16841,3520046,58,180515322,910440,32900,3919101,80078422,80802280,12,877,86,2,7643,2,406213,115,3265268,196568,0
Mua!,Barracca Republic,2021-01-31,USCGH2142682,4261,20,3739,1,3,1,148269610,1257935,4300000,27781327,504872722,97746040,28,5953,86,15,237407,17,12735768,7818,3265268,854584,0
Day 'N' Nite,Kid Cudi,2009-01-01,USUM70957500,4277,20,836986096,185976,32031700,64,348950018,2261189,27380,12146399,87179494,217960715,90,16944,205,17,219233,5,675329188,430587,3925477,2984024,1
El Gavilï¿½ï¿½n - Si,Luis R Conriquez,2022-10-21,USANG2216030,4282,20,350440369,24886,11413202,72,92967556,709386,52200,11077840,128910215,97746040,11,21,86,3,330705,5,13224203,1933,3265268,264907,0
Shootout,Izzamuzzic,2022-06-29,US3DF2266823,4276,20,130356067,36554,7213291,63,47933349,701867,392301,96942439,912236577,97746040,12,1356,3,15,237407,3,12735768,7818,3265268,2634134,0
La kiffance,Naps,2021-02-26,FR10S2128331,4271,20,224163089,45837,4034090,60,250952705,1213244,168782,41456214,443031452,3155590,43,16408,86,20,1758780,10,12735768,7818,959148,1206078,1
Tak Ingin Usai,Keisya Levronka,2022-05-13,IDUM72200112,4281,20,265767551,15498,5060429,63,154689466,1539974,609748,273895600,3276084075,45889,16,5371,86,15,237407,17,12735768,7818,3265268,223331,0
Gimme Love (Channel Tres Remix),Joji,2020-04-10,ZZOPM2002154,4262,20,379518360,101883,12544781,21,127485188,2075278,289937,104902966,653804560,446457,26,3011,18,18,56573,12,2680360,5712,3265268,575207,0
Wet,YFN Lucci,2020-02-14,USUYG1297281,4275,20,93229994,24779,2554563,44,143927230,1205650,2540017,233884067,1572821812,2689828,14,4051,86,8,9537,1,64655444,33582,3265268,602271,1
Body,Russ Millions,2021-03-25,GBAHS2100158,4272,20,139377440,67820,5628995,55,121680881,2182395,357406,235829803,1968763986,96246226,25,5527,86,7,56816,17,142285,815,3265268,2656896,1
VOID,Melanie Martinez,2023-03-29,USAT22220418,4259,20,121386649,17170,3091212,56,36712138,1221832,136234,45708060,399701698,4725463,25,25855,16,12,200710,11,2154605,3196,2224291,232347,0
Lose It,Through Fire,2023-02-14,USYFZ2327704,4273,20,301362,311,34870,18,226550416,1992781,16,1337,17823,267731462,2,2856,5,15,237407,17,384522,7818,3265268,854584,0
Hexada,Ghostemane,2017-09-05,TCADG1741539,4279,20,333141510,89320,8824592,66,598853994,8509686,27645,10827772,95172888,5354323,5,26,86,5,22479,17,13402631,23519,3265268,2175482,1
"Love You, Miss You, Mean It",Luke Bryan,2024-04-05,USUG12401524,4274,20,8943283,1202,10551304,67,148269610,1257935,182529,26576921,266064027,97746040,15,15198,4,3,327756,10,9230202,849,40328,42299,0
Last Night Lonely,Jon Pardi,2022-02-17,USUM72200664,4269,20,134725621,19072,2970003,65,22650713,114566,3344,1325349,14258097,255579464,8,193502,171,4,132683,18,70178744,2712,3265268,369402,0
MONEY ON THE DASH,Elley Duhï¿,2023-01-20,QZLBC2201771,4268,20,179176296,41284,34923502,76,148269610,1257935,37300,12038876,156208048,97746040,3,464,86,10,212366,4,37491,215,3265268,400805,0
Sweetener,Ariana Grande,2018-08-17,USUM71808582,4258,20,633631183,43387,15890645,64,445027001,5513277,13920,14375409,118002159,153280685,50,77909,78,16,187289,9,146212559,57665,3265268,36891,1
Volcano,Jungle,2023-08-11,QM4TX2336325,4270,20,5503365,1424,893924,49,139900760,1292201,96,206736,2585272,97746040,1,96,86,15,237407,17,64816,17,3265268,854584,0
Cracker Island (feat. Thundercat),Gorillaz,2022-06-22,GBAYE1901301,4263,20,98108741,40658,4088272,56,67381975,1403327,24543,8976403,140878884,854250,14,51359,65,8,57196,24,7004275,2838,3265268,451491,0
Itï¿½ï¿½ï¿½s a beautif,Trinix,2022-12-18,FRDKW2208796,4266,20,49155460,20079,3448518,57,55753855,819754,535200,70722843,1079671427,97746040,7,1291,86,18,200594,17,12735768,7818,3265268,1377954,0
i'm so tired...,Lauv,2019-01-24,GBKPL1933763,4260,20,885986482,82322,17357820,66,221704345,2249771,17847,8977069,39158457,243204799,76,46352,71,34,780991,17,31530526,19559,5865868,2767586,0
Gata Only (Remix),FloyyMenor,2024-06-07,QZNB82432154,4280,20,3870862,683,16135127,67,148269610,1257935,182529,26576921,266064027,97746040,13,63,86,2,344686,46,92898,38,330,14635,1
american dream,21 Savage,2024-01-12,USSM12309186,4257,20,428233003,2814,926379,67,148269610,1257935,182529,26576921,266064027,97746040,30,18,86,15,237407,17,12735768,7818,3265268,854584,0
Music Legends The Platters : The Legendary Band of R&B and Soul Music,The Platters,2024-04-12,FR6F32335350,4745,20,106782384,1,25,67,148269610,1257935,182529,26576921,266064027,97746040,28,5953,86,15,237407,17,12735768,7818,3265268,854584,0
GUTS (spilled),Olivia Rodrigo,2024-03-22,USUG12401532,4300,20,76917797,4045,11594722,67,5848948,136847,182529,26576921,266064027,24636245,8,456,81,6,361734,7,725334,1228,170068,854584,1
Uyku EP (Remixes),Colouour,2023-01-27,DEEC33500883,4314,20,9897,38,1473,1,256358241,559022,182529,26576921,266064027,97746040,28,1,86,15,237407,17,12735768,7818,3265268,199,0
Love Galore,SZA,2017-04-27,USRC11700886,4313,20,817054014,105515,29991191,71,211546057,1832143,24952,14991486,63600775,20771301,204,30527,27,46,380092,60,200840895,102325,3265268,3518675,1
World Wide Joy...Takeaway,The Chainsmokers,2019-07-24,USQX91901353,4305,20,630875899,83848,18713760,64,245967184,2535205,81557,9566647,45789592,251834799,68,4056,86,33,1063865,27,22424470,8924,2384030,2215820,0
ANTI (Deluxe),Rihanna,2016-01-28,QM5FT1600118,4308,20,1483572312,155595,58419207,77,308293523,2383831,46122,15942147,148422686,13709006,159,54013,186,34,724395,66,12735768,7818,3265268,4076646,1
?,XXXTENTACION,2018-03-16,USUG11800453,4304,20,510136819,76921,16933150,67,201406793,2593226,159509,19500599,202031125,451443,5,50,86,6,152394,5,57812824,31756,27128932,1643067,0
I AM...SASHA FIERCE - Platinum Edition,Beyoncï¿,2008-01-01,USSM10804556,4309,20,1556326643,167145,91569550,68,311700550,2730131,443385,102283034,1532183215,22141311,213,101536,76,260,1596032,76,525376163,534859,3265268,8440483,0
Aman Gï¿½ï¿½zel Yavaï¿½ï¿,Halodayï¿,2023-06-23,TRCGH2300003,4295,20,110759507,16068,2956360,27,4697020,13304,434400,18043254,607056384,97746040,7,3358,86,2,1567383,17,12735768,7818,3265268,515430,0
"""ýýýýýý ýýýýýýýýýý ""ýýýýýýýýýýýý ýýýý ýýýýýýýýýýýý - Single",Myriam Fares,2022-03-10,FR10S2273417,4310,20,7383901,4008,539281,48,351810237,1815957,22200,3197303,87012540,726544,1,157,86,1,339,17,12735768,7818,3265268,299561,0
